Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Mathilda, The Legendary Female Knight	CM01	CM01-036	Red	Custom	5(3)	Gold Knight	Female/Lance/Beast	1	70	10	Battlefield Angel |CONT| If this unit is in the Front Line, all other non-<Flier>, <Beast> allies and allied "Clair" gain +10 attack.	The Power of the Deliverance |CONT| If you have 2 or more other non-<Flier>, <Beast> allies, this unit gains +10 attack.	Familial Bonds |CONT| During your Deployment Phase, the Deployment Costs and Class Change Costs of "Clive" and "Clair" in your hand are reduced by 1. However, Deployment Costs and Class Change Costs cannot be reduced to below 1.	-
Luthier, Gifted Mage	CM01	CM01-037	Red	Custom	1	Mage	Male/Tome	1-2	30	20	Endless Study |ACT| [Tap this unit, Send 1 card from your hand to the Retreat Area] Draw 1 card.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Luthier, Studious Sage	CM01	CM01-038	Red	Custom	3(2)	Sage	Male/Tome	1-2	50	20	Latest Breakthrough |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Draw 1 card.	-	-	-
Luthier, Forever Learning	CM01	CM01-039v2	Red	Custom	4(3)	Sage	Male/Tome	1-2	60	20	Endless Knowledge |ACT| [Flip 1 Bond face-down, Tap 1 other <Red> ally] Draw 1 card.	Oppressive Information |CONT| If you have more cards in your hand than your opponent, this unit gains +10 attack.	-	-
Tatiana, Dedicated Healer	CM01	CM01-040	Red	Custom	1	Cleric	Female/Tome	1-2	20	20	Recover |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose another ally. Choose 1 card with the same Unit Name as that ally from your Retreat Area, and add it to your hand.	-	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.
Tatiana, Fullhearted Saint	CM01	CM01-041	Red	Custom	3(2)	Saint	Female/Tome	1-2	50	20	Counterspell |CONT| If this unit is in combat with a <Tome>, this unit gains +10 attack.	"Be careful Zeke!" |CONT| During your opponent's turn, allied "Zeke" gains +10 attack.	-	-
Tatiana, Fighting for Love	CM01	CM01-042	Red	Custom	4(3)	Saint	Female/Tome	1-2	60	20	Zeke's Teachings |ACT| [Flip 1 Bond face-down] If this unit is <Tome>, this unit loses <Tome> and range 1-2 and gains <Lance> and range 1. If this unit is <Lance>, this unit loses <Lance> and range 1 and gains <Tome> and range 1-2.	"Target Their Blindspot" |CONT| If this unit is in combat with an enemy with a different range than this unit, this unit gains +30 attack. If this unit is in combat with an enemy with the same range as this unit, this unit loses -30 attack.	Counterstep |AUTO| [Once per Turn] [Flip 2 Bonds face-down] When this unit is destroyed by an enemy’s attack, you may pay the cost and if you do: Choose 1 non-Main Character enemy with a different range than this unit and destroy them.	-
Zeke, Knight of Chivalry	CM01	CM01-043	Red	Custom	3(2)	Paladin	Male/Lance/Beast	1	60	10	Protective Formation |ACT| [Tap this unit] Choose as many allies in the Front Line as you wish, and move them.	Guarding Stance |CONT| During your opponent's turn, if you have 1 or more allies in the Back Line, this unit gains +10 attack.	-	-
Zeke, Knight with a New Resolve	CM01	CM01-044	Red	Custom	4(5)	Skogul	Male/Lance/Beast	1	70	10	Overrun |AUTO| Overrun |AUTO| When you Class Change into this unit, destroy all enemies with a Deployment Cost of 2 or lower. Until the end of your opponent's next turn, this unit gains +10 attack and your opponent can't deploy cards with a Deployment Cost of 2 or lower. This skill will not activate if this unit Class Changes by a skill's effect.	Gradivus |CONT| This unit gains +10 attack for every enemy with a Deployment Cost of 2 or lower.	-	-
Delthea, Tempted Mage	CM01	CM01-045	Red	Custom	3(2)	Priestess	Female/Tome	1-2	50	20	Gamble with the Shadows |ACT| [Once per Turn] You and your opponent each reveal the topmost card of your Decks. If you have 1 or more allies with the same Unit Name as either of those cards, choose 1 card from your hand and send it to the Retreat Area. If 1 or more enemies have the same Unit Name as either of those cards, your opponent chooses 1 card in their hand, and sends it to the Retreat Area. Send the revealed cards to the Retreat Area.	-	-	-
Delthea, Master Sorceress	CM01	CM01-046	Red	Custom	4(3)	Priestess	Female/Tome	1-2	60	20	Shadow Magic |ACT| [Once per Turn] [Tap this unit, Flip 2 <Red> Bonds face-down] Choose 1 card from your opponent's hand without looking, and send it to the Retreat Area. If the card sent to the Retreat Area by the effect of this skill has the same Unit Name as an enemy, choose 1 more card from your opponent's hand without looking, and send it to the Retreat Area.	"I really am the best!" |CONT| If your opponent has 2 or fewer cards in their hand, this unit gains +10 attack and acquires 1-3 range.	-	-
Sonya, Life Devoted to Research	CM01	CM01-047	Red	Custom	4(3)	Priestess	Female/Tome	1-2	60	20	Deep Understanding |CONT| During your turn, all other <Tome> allies gain +10 attack.	Magic Influx |AUTO| When this unit's attack destroys an enemy, if you have 2 or more other <Tome> allies, draw 1 card.	-	-
Berkut, Prideful Prince	CM01	CM01-048	Red	Custom	3(2)	Paladin	Male/Lance/Beast	1	60	10	Honorable Duel |CONT| If this unit is in combat with your opponent's Main Character, this unit gains +10 attack.	-	-	-
Berkut, Man Saved by Love	CM01	CM01-049	Red	Custom	5(3)	Gold Knight	Male/Lance/Beast	1	70	10	Love is Power |CONT| If you have an allied "Rinea", this unit gains +20 attack.	A Man Who Lost Everything |AUTO| When allied "Rinea" is destroyed, choose 1 other ally and destroy them. If there are no other allies, destroy this unit instead.	Fervent Flames of Rage |AUTO| [Once per Turn] Whenever this unit's "A Man Who Lost Everything" activates, until the end of this unit's next attack, this unit gains +10 attack and the number of Orbs this unit's attack will destroy becomes 2.	-
Rinea, Loyally Betrothed	CM01	CM01-050	Red	Custom	2	Dancer	Female	-	20	10	Only For You |ACT| [Tap this unit, Flip 1 Bond face-down] Untap allied "Berkut".	Dearly Beloved |AUTO| [Once per Turn] [Flip 1 Bond face-down] When this unit is attacked, if you have an allied "Berkut", you may pay the cost and if you do: allied "Berkut" is attacked instead of this unit.	-	-

Elincia, Crimea's Hopeful Wings+	BZ01	BZ01-001+b.jpg	Green	Custom	5(3)	Queen	Female/Sword/Flier/Beast	1	60	30	Guiding White Wings |ACT| [Once Per Turn] [Stack 1 "Elincia" from your hand underneath this unit to Growth her] Until the end of the turn, this unit gains +10 attack, and all allies acquire the following skill: "|AUTO| [Once Per Turn] When this unit's attack ends, choose up to 1 card from the Retreat Area with the same Unit Name as this unit, and stack it underneath this unit to growth them.'	[GS] Flourishing Crimean Rule |ACT| [Once Per Turn] [Send 1 card stacked under this unit to the Retreat Area] Draw 1 card.	[GS] Gleaming Hope |ACT| [Once Per Turn] [Send 1 card stacked under this unit to the Retreat Area] Choose 1 ally and move them.	-
Elincia, Crimea's Hopeful Wings	BZ01	BZ01-001.jpg	Green	Custom	5(3)	Queen	Female/Sword/Flier/Beast	1	60	30	Guiding White Wings |ACT| [Once Per Turn] [Stack 1 ‘Elincia’ from your hand underneath this unit to Growth her] Until the end of the turn, this unit gains +10 attack, and all allies acquire the following skill: "|AUTO| [Once Per Turn] When this unit's attack ends, choose up to 1 card from the Retreat Area with the same Unit Name as this unit, and stack it underneath this unit to growth them.'	[GS] Flourishing Crimean Rule |ACT| [Once Per Turn] [Send 1 card stacked under this unit to the Retreat Area] Draw 1 card.	[GS] Gleaming Hope |ACT| [Once Per Turn] [Send 1 card stacked under this unit to the Retreat Area] Choose 1 ally and move them.	-
Elincia, Homeland Defending Flight	BZ01	BZ01-002.jpg	Green	Custom	3(2)	Princess Crimea	Female/Sword/Flier/Beast	1	50	30	On-Field Training |AUTO| [Once Per Turn] [Stack 1 "Elincia" from your hand underneath this unit to Growth her] When this unit's attack destroys an enemy, you may pay the cost and if you do: Untap this unit.	-	-	-
Elincia, Ramon's Secret Daughter	BZ01	BZ01-003.jpg	Green	Custom	1	Crimean Princess	Female/Sword	1	30	20	Safeguarded Princess |CONT|If you have 1 or more other <Green> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Fate Emblem: If your attacking unit is <Green>, draw 1 card. If you do, choose 1 card from your hand and place it on top of your deck.
Geoffrey, General of Crimea's Charge	BZ01	BZ01-004.jpg	Green	Custom	5(3)	Silver Knight	Male/Lance/Beast	1	70	10	Blue Guardian Lance |AUTO| [Once Per Turn] When this unit's attack destroys an enemy, choose 1 <Green> card with Deployment Cost equal to or less than the total number of cards stacked with this unit from your hand and deploy it. Then choose 1 card with the same Unit Name as the deployed unit from the Retreat Area and stack it underneath that unit to growth them.	Crimean Generals Charge |AUTO| When an ally is deployed by the effect of this unit's "Blue Guardian's Lance",  until the end of the turn, that unit gains +20 attack. That unit acquires the following skill: "|AUTO| [Once Per Turn] When this unit's attack destroys an enemy, choose 1 <Green> card with Deployment Cost equal to or lower than the total number of cards stacked beneath allied "Geoffrey" from your hand and deploy it. That unit acquires this skill."	-	-
Geoffrey, Lance Rider of Crimea	BZ01	BZ01-005.jpg	Green	Custom	1	Lance Knight	Male/Lance/Beast	1	40	10	Princess Elincia like this. |CONT| If you have an allied "Elincia", this unit's attacks cannot be evaded by non-Main Character enemies.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 Attack.
Lucia, Eternally Faithful Blade	BZ01	BZ01-006v2.jpg	Green	Custom	4(2)	Trueblade	Female/Sword	1	70	10	Flashing Steel Blade |AUTO| When this unit is deployed or destroys an enemy, you may choose 1 "Lucia" in the Retreat Area, and stack it under this unit to growth her.	[GS] Selfless Sacrifice |ACT| [Send 1 card stacked under this unit to the Retreat Area] Choose 1 other ally. Until the end of the turn, that ally gains +10 attack and their attacks cannot be evaded by non-Main Character enemies.	-	-
Lucia, The Queen's Swordhand	BZ01	BZ01-007.jpg	Green	Custom	1	Myrmidon	Female/Sword	1	40	10	Follow my steps Princess |ACT| [Once Per Turn] Reveal the top 3 cards of your deck, and send them to the Retreat Area. If all of those cards are <Green>, choose 1 ally. Until the end of the turn that unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 Attack.
Marcia, Hard-Working Holy Guard	BZ01	BZ01-008.jpg	Green	Custom	4(2)	Seraph Knight	Female/Lance/Flier/Beast	1	60	30	[GS] "Let me lend you a hand!" |ACT| [Once Per Turn] [Send 2 cards stacked under this unit to the Retreat Area] Choose 1 non-"Marcia" card from your Retreat Area, and add it to your hand.	Flashy Flight |AUTO| Each time this unit is moved, choose 1 "Marcia" from your Retreat Area, and stack it underneath this unit to Growth her. This skill can only be used if there are 3 or less cards in this units stack.	-	-
Marcia, Positively Bright Pegasus	BZ01	BZ01-009.jpg	Green	Custom	2	Pegasus Knight	Female/Lance/Flier/Beast	1	40	30	Pegasus Squadron |CONT| If you have 1 or more other <Flier> allies, when this unit is attacking a non-Main Character enemy, this unit gains +20 attack.	Captain's Orders |AUTO| [Once Per Turn] When this unit is tapped by the cost or effect of an ally's skill, choose 1 other ally, and move them.	-	-
Marcia, Slacking Brother Overseer	BZ01	BZ01-010.jpg	Green	Custom	1	Pegasus Knight	Female/Lance/Beast/Flying	1	30	30	GET TO WORK CHEESEHEAD! |ACT| [Once Per Turn] [Tap this unit, Flip 1 Bond face-down] Choose 1 allied or enemy "Makalov", and untap him.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.
Haar, Shiharam's Second Hand	BZ01	BZ01-011.jpg	Green	Custom	5(3)	Dragonlord	Male/Axe/Flier/Dragon	1	60	30	A Brief Respite |ACT| [Once Per Turn] [Stack 1 'Haar' from your Retreat Area under this to growth him] Choose 1 non-Main Character unit in the Back Line, and move them.	|LvS3| Dragonlord's Conquest |AUTO| When you use this unit's 'A Brief Respite', until the end of the opponent's next turn 'Anti-Fliers' is unable to come into effect and this unit acquires the following skill: '|AUTO| [Flip 1 Bond face-down] When this unit destroys a non-Main Character enemy you may pay the cost. If you do and if there are no non-Main Character enemies, draw 1 card.'	|LvS6| Black Tempest |AUTO| When you use this unit’s "A Brief Respite" until the end of your opponent's next turn, this unit gains +20 attack.	-
Haar, Delivery Knight	BZ01	BZ01-012.jpg	Green	Custom	3(2)	Dragonmaster	Male/Axe/Flier/Dragon	1	50	30	[CCS] "*Yawn* does it get any easier?" |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 non-Main Character enemy with a Deployment Cost of 3 or lower, and destroy them.	Time to finish this delivery... |AUTO| At the end of your turn, you may move this unit.	-	-
Haar, Dozing Dracoknight	BZ01	BZ01-013.jpg	Green	Custom	1	Dracoknight	Male/Axe/Flier/Dragon	1	30	30	Not our business, just stay back and rest |CONT| If this unit is in the backline, this unit gains +20 attack.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.
Nephenee, Far From Home Farmgirl	BZ01	BZ01-014v3.jpg	Green	Custom	5(3)	Sentinel	Female/Lance	1	70	10	|LvS4| Burning Wrath Spear |CONT| When this unit Critical Hits your opponent's Main Character, choose one of the opponents Orbs and send it to the Retreat Area.	[LvS6] Destructive Stance |AUTO| [Once Per Turn] When this unit inflicts a Critical Hit, you may pay the cost and if you do: Choose one  non-Main Character enemy and destroy them.	Country Defending Strength |ACT| [Once Per Turn] You may choose 1 of your Orbs and send it to the Retreat Area. If you do: Choose 1 "Nephenee" from your Retreat Area and add it to your hand. If you have 1 or fewer Orbs, until the end of the turn, this unit may Critical Hit without sending 1 "Nephenee" from your hand to the Retreat Area.	-
Nephenee, Fighting For Her Motherland	BZ01	BZ01-015.jpg	Green	Custom	3(2)	Halberdier	Female/Lance	1	60	10	Wicked Retaliation |CONT| If an allied "Nephenee" was destroyed during your opponent's last turn, this unit's attack destroys 2 Orbs instead of 1.	-	-	-
Brom, Fightin' for his Queen	BZ01	BZ01-016v2.jpg	Green	Custom	4(3)	Axe General	Male/Axe/Armor	1	60	10	Family Lovin Shield |AUTO| [Once Per Turn] When another ally is attacked, you may have this unit become the target of the attack. This skill only activates if this unit is in the Front Line.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	-
Brom, Father from Ohma	BZ01	BZ01-017.jpg	Green	Custom	1	Armor Knight	Male/Lance/Armor	1	30	10	Tough as Bricks |ACT| [Tap this unit] Until the end of your opponent's next turn, this unit gains +10 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem: Until the end of this combat, your defending unit gains +20 Attack.
Heather, Deceiving Looks	BZ01	BZ01-018.jpg	Green	Custom	3(2)	Rogue	Female/Knife	1	60	10	Man Duping Grin |AUTO| [Once Per Turn] When this unit evades a <Male> enemy's attack, draw 1 card.	-	-	-
