Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Frederick, Wound-Preventing Herald	B11	B11-085HN_SAMPLE	Colorless	HN	5(4)	Guardian Knight	Male/Axe/Beast/Armored	1	70	10	"Are you still here?" |ACT| [Once per Turn] [Flip 1 Bond face-down] Move this unit to the Front Line. If you do, you choose 1 non-Main Character enemy with a Deployment Cost of 1, and destroy them.	"For the sake of our Lord!" |AUTO| [Once per Turn] When an ally is attacked by a <Sword>, <Axe>, or <Lance>, until the end of this combat, your defending unit gains +10 attack.	-	-	
Sakura, Loving Cherry-Blossom Arrow	B11	B11-086N_SAMPLE	Colorless	N	1	Shrine Maiden	Female/Bow	2	30	20	Fully Drawn Spellbane Yumi |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	|ATK SUPP| Cover Emblem: At the end of this combat, you may move your attacking unit.	
Elise, Sweet Magical Smash	B11	B11-087N_SAMPLE	Colorless	N	1	Troubadour	Female/Tome/Beast	1-2	30	20	Spirited Moonlight |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Ryoma, Honorable Samurai-King	B11	B11-088HN_SAMPLE	Colorless	HN	5(4)	Hoshidan King	Male/Sword	1	70	20	Lightning-Clad Divine Edge |ACT| [Flip 2 Bonds face-down] Until the end of the turn, this unit acquires range 1-2, and this unit's attacks cannot be evaded by non-Main Character enemies.	Power to Guide the People |CONT| During your turn, If you have no Bond cards with a <Symbol>, this unit gains +10 attack.	-	-	
Xander, Conquering Knight-King	B11	B11-089HN_SAMPLE	Colorless	HN	5(4)	Nohrian King	Male/Sword/Beast	1	70	20	Dark-Slinging Shadow Sword |ACT| [Flip 2 Bonds face-down]  Until the end of the turn, this unit gains +30 attack, and acquires range 1-2.	Piercing Faith and Resolution |CONT| During your opponent's turn, If you have no Bond cards with a <Symbol>, this unit gains +10 attack.	-	-	
Marth, Hero-King of Hope	B11	B11-090R_SAMPLE	Colorless	R	4(3)	Lodestar	Male/Sword	1	70	20	Worthy to be the Hero-King |ACT| [Once per Turn] If you have no Bond cards with a <Symbol>, choose 1 non-Main Character enemy in the Back Line, and move them.	Strength to Fret Over Friends |CONT| During your turn, your Main Character gains +10 attack.	-	-	
Marth, Hero of Altea	B11	B11-091N_SAMPLE	Colorless	N	1	Lord	Male/Sword	1	40	20	Holder of the Gold Gleamstone |AUTO| When this unit is deployed, you may choose 1 ally, and move them.	-	-	|DEF SUPP| Tandem Emblem: Until the end of this combat, your <Symbol-less> defending unit gains +10 attack.	
Caeda, Prayer for Universal Peace	B11	B11-092HN_SAMPLE	Colorless	HN	3(2)	Falcon Knight	Female/Lance/Flier/Beast	1	50	30	Winged Path |ACT| [Once per Turn] Move this unit and another ally in the same area as this unit. This skill cannot be used unless this unit is untapped.	Heavy Spear |CONT| If this unit is attacking an <Armored>, this unit gains +20 attack.	-	-	
Tiki, Awoken Daughter of the Dragon Ruler	B11	B11-093SR_SAMPLE	Colorless	SR	5(4)	Divine Dragon	Female/Dragonstone/Dragon	1	70	20	"Tiki's Turn!" |AUTO| When this unit attacks and if it is the first attack this turn, then until the end of this combat, this unit gains +30 attack.	Dragon's Growing Power |AUTO| When this unit's attack destroys an enemy, reveal the top card of your Deck, and you may place that card in your Bond Area.	Divine Dragon Princess |CONT| If you have 7 or more Bond cards, all <Dragon> allies gain +10 attack.	-	
Tiki, Marth-Following Dragon Princess	B11	B11-094HN_SAMPLE	Colorless	HN	1	Manakete	Female/Dragonstone/Dragon	1	30	20	Steelstone |CONT| During your turn, this unit gains +20 attack.	-	-	|ATK SUPP| Dragonkin Emblem: If your attacking unit does not have a <Color>, choose 1 card from your hand. You may place that card in your Bond Area.	
Anna, Bloodhound for Hidden Treasures	B11	B11-095R_SAMPLE	Colorless	R	4(3)	Master Merchant	Female/Bow	2	60	10	"The Anna Shop is open for business!" |CONT| During your turn, if you have 2 or more other allied "Anna", this unit gains +20 attack.	Annas From 100 Worlds |SPEC| You may deploy this card even if you already have an allied "Anna" and you may have 2 or more allied "Anna" at once.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Anna, Bloodhound for Hidden Treasures+	B11	B11-095Rplus_SAMPLE	Colorless	R+	4(3)	Master Merchant	Female/Bow	2	60	10	"The Anna Shop is open for business!" |CONT| During your turn, if you have 2 or more other allied "Anna", this unit gains +20 attack.	Annas From 100 Worlds |SPEC| You may deploy this card even if you already have an allied "Anna" and you may have 2 or more allied "Anna" at once.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Anna, Omnipresent Peddler	B11	B11-096N_SAMPLE	Colorless	N	2	Trickster	Female/Bow	2	40	10	"This one's on the house!" |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys a non-Main Character enemy, you may pay the cost and if you do: Untap this unit. Until the end of the turn, this unit loses -10 attack.	Annas From 100 Worlds |SPEC| You may deploy this card even if you already have an allied "Anna" and you may have 2 or more allied "Anna" at once.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Lyn, Proud Wind of the Plains	B11	B11-097R_SAMPLE	Colorless	R	4(3)	Blade Lord	Female/Sword	1	70	10	Afterimage Sword Dance |AUTO| When this unit's attack ends, reveal the top card of your Deck. Choose 1 non-Main Character enemy with the same Deployment Cost as that card, and destroy them. Send the revealed card to your Retreat Area.	Beautiful Plains |CONT| If there are no non-Main Character enemies, this unit's attacks cannot be evaded.	-	|ATK SUPP| Traces of the Twin Blades: If your attacking unit destroys the opponent's Main Character, then at the end of this combat, choose1 non-Main Character enemy, and destroy them.	
Lyn, Lady of the Twin Blades	B11	B11-098N_SAMPLE	Colorless	N	1	Lord	Female/Sword	1	40	10	Myrmidon of the Wind |ACT| [Flip 1 <Symbol-less> Bond face-down] If this unit is in the Front Line, then until the end of the turn, this unit can attack enemies in the Back Line regardless of range.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Darios, Dark-Captive Prince	B11	B11-099HN_SAMPLE	Colorless	HN	4(3)	Great Lord	Male/Sword	1	70	0	Grieving Blade of Treachery |ACT| [Once per Turn] [Send 1 of your face-up Bond cards to the Retreat Area] Until the end of your opponent's next turn, this unit gains +20 attack.	Power to Destroy Everything |ACT| [Once per Turn] [Destroy 1 untapped other ally] Until the end of the turn, the number of Orbs that this unit's attack will destroy becomes 2.	-	-	
Darios, Prince of Gristonne	B11	B11-100N_SAMPLE	Colorless	N	1	Lord	Male/Sword	1	40	20	The Twins' Guide |CONT| If you have 2 or more other <Symbol-less> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Tandem Emblem: Until the end of this combat, your <Symbol-less> attacking unit gains +10 attack.	
Camilla, Bewitching Malig Knight+X	B11	B11-101plusX_SAMPLE	Colorless	 +X	3(2)	Malig Knight	Female/Axe/Flier/Dragon	1	50	30	Camilla's Glistenflame |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit loses -10 attack, but acquires <Tome>, and range 1-2.	Dark Pulsation |AUTO| Each time an enemy is destroyed by another <Symbol-less> ally's attack, until the end of the turn, this unit gains +10 attack.	-	-	
Ike, Radiant Vanguard	B12	B12-001SR_SAMPLE	Green	SR	7(5)	Vanguard	Male/Sword	1	X	20	Legendary Swordplay |CONT| This unit's attack is calculated as the total number of cards stacked with this unit x 10.	Ragnell's Aura |CONT| This unit acquires range 1-2. This skill only comes into effect if this unit is in the Front Line.	Ceaseless Challenger |AUTO| Each time this unit's attack destroys an enemy, untap this unit.	-	
Ike, Radiant Vanguard+	B12	B12-001SRplus_SAMPLE	Green	SR+	7(5)	Vanguard	Male/Sword	1	X	20	Legendary Swordplay |CONT| This unit's attack is calculated as the total number of cards stacked with this unit x 10.	Ragnell's Aura |CONT| This unit acquires range 1-2. This skill only comes into effect if this unit is in the Front Line.	Ceaseless Challenger |AUTO| Each time this unit's attack destroys an enemy, untap this unit.	-	
Ike, Nightmarish Rampaging Hero	B12	B12-002SR_SAMPLE	Green	SR	4(3)	Hero	Male/Sword	1	100	0	Forbidden Medallion |SPEC| When this card is placed in your support area, stack this support card on top of an allied "Ike" as a metamorphosis. (Metamorphoses do not count as a Level Up or Class Change.)	Raging Power |AUTO| When this unit's attack destroys an enemy, choose 1 non-Main Character enemy per card in this unit's stack, and destroy them.	Rampage |AUTO| At the end of your turn, choose 1 ally per card in this unit's stack, and destroy them.	-	
Ike, Youth Becoming a Hero	B12	B12-003N_SAMPLE	Green	N	1	Ranger	Male/Sword	1	40	20	Maturing Swordsmanship |AUTO| When this unit's attack destroys an enemy, until the end of your opponent's next turn, this unit gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Green> attacking unit's attack will destroy becomes 2.	
Ike, Youth Becoming a Hero+X	B12	B12-003NplusX_SAMPLE	Green	N+X	1	Ranger	Male/Sword	1	40	20	Maturing Swordsmanship |AUTO| When this unit's attack destroys an enemy, choose 1 other <Green> ally. Until the end of your opponent's next turn, that ally gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Green> attacking unit's attack will destroy becomes 2.	
Mist, Ordered Knight of Healing	B12	B12-004SR_SAMPLE	Green	SR	5(3)	Valkyrie	Female/Sword/Beast	1	70	20	Warm Singing |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 <Green> ally. Until the end of your opponent's next turn, that ally gains +10 attack, and cannot be destroyed by the cost or effect of skills.	Spring-Breeze Florete |CONT| If you have 2 or more other allies, this unit acquires range 1-2., and you may use "Warm Singing" without paying the cost.	-	-	
Mist, Ordered Knight of Healing+	B12	B12-004SRplus_SAMPLE	Green	SR+	5(3)	Valkyrie	Female/Sword/Beast	1	70	20	Warm Singing |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 <Green> ally. Until the end of your opponent's next turn, that ally gains +10 attack, and cannot be destroyed by the cost or effect of skills.	Spring-Breeze Florete |CONT| If you have 2 or more other allies, this unit acquires range 1-2., and you may use "Warm Singing" without paying the cost.	-	-	
Mist, Medallion-Bearing Girl	B12	B12-005N_SAMPLE	Green	N	1	Cleric	Female/Staff	-	20	20	Defeat-Rejecting Heart |AUTO| [Tap this unit] When a <Green> card is placed in your Support Area, you may pay the cost and if you do: Send that Support card to the Retreat Area. If you do, place the top card of your Deck in the Support Area.	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Mist" card from your Retreat Area, and add it to your hand.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Greil, Unending Night of Grief	B12	B12-006R_SAMPLE	Green	R	4(3)	Hero	Male/Sword	1	80	0	Tempestuous Edge |AUTO| When this unit attacks your opponent's Main Character, choose up to 2 non-Main Character enemies, and destroy them.	Sinister Impulse |AUTO| At the end of your turn, choose 1 other ally, and destroy this unit and that ally.	-	-	
Gawain, Sword Knight of Daein	B12	B12-007N_SAMPLE	Green	N	1	Sword Knight	Male/Sword/Beast	1	40	10	A Happy Rendezvous |CONT| If you have an allied "Elena", this unit gains +10 attack.	Mercenary Leader-To-Be |SPEC| Treat this card as if its Unit Name is also "Greil".	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Elena, Keeper of the Medallion	B12	B12-008HN_SAMPLE	Green	HN	3(2)	Bishop	Female/Tome	1-2	50	20	Soul-Soothing Singing |ACT| [Tap this unit] Choose 1 other <Green> ally. Until the end of your opponent's next turn, that ally cannot be destroyed as the cost or effect of skills.	Beloved Husband |CONT| Allied "Greil" gains +10 attack.	-	-	
Elena, Serene-Hearted Cleric	B12	B12-009N_SAMPLE	Green	N	1	Priestess	Female/Staff	-	30	20	Ordered Heart's Encouragement |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 other ally. Choose 1 card with the same Unit Name as that ally from your Retreat Area, then stack it under that ally to Growth them.	-	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Micaiah, Goddess-Possessed Maiden	B12	B12-010SR_SAMPLE	Green	SR	5(3)	Light Priestess	Female/Tome	1-2	60	20	Blessings of Yune |CONT| All <Green> allies may also be supported by support cards with the same Unit Name as themselves. ***|CONT| All enemies lose "Mantle" and cannot reacquire it.	Heart of the Goddess of Chaos |AUTO| At the end of your turn, choose 1 ally. Choose up to 2 cards with the same Unit Name as that ally from your Retreat Area, then stack them under that ally to Growth them.	-	-	
Micaiah, Goddess-Possessed Maiden+	B12	B12-010SRplus_SAMPLE	Green	SR+	5(3)	Light Priestess	Female/Tome	1-2	60	20	Blessings of Yune |CONT| All <Green> allies may also be supported by support cards with the same Unit Name as themselves. ***|CONT| All enemies lose "Mantle" and cannot reacquire it.	Heart of the Goddess of Chaos |AUTO| At the end of your turn, choose 1 ally. Choose up to 2 cards with the same Unit Name as that ally from your Retreat Area, then stack them under that ally to Growth them.	-	-	
Micaiah, Silver-Haired Mage General	B12	B12-011N_SAMPLE	Green	N	3(2)	Light Sage	Female/Tome	1-2	50	20	Path to Victory |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 other ally. Choose 1 card from your Retreat Area with the same Unit Name as that ally, then stack it under that ally to Growth them.	-	-	-	
Micaiah, Maiden of Miracles	B12	B12-012N_SAMPLE	Green	N	1	Light Mage	Female/Tome	1-2	30	20	Bond of Dawn |CONT| During your opponent's turn, if you have 1 or more other allies, this unit gains +10 attack.	-	-	|ATK SUPP| Fate Emblem: If your attacking unit is <Green>, draw 1 card. If you do, choose 1 card from your hand, and place it on top of your Deck.	
Titania, Scarlet-Haired Paladin	B12	B12-013R_SAMPLE	Green	R	4(3)	Axe Paladin	Female/Axe/Beast	1	70	10	Courageous Hoofbeats |SPEC| If your number of Bond cards is the same as or lower than your opponent's, this card's Deployment Cost is reduced by 2 in your hand.	Scarlet Resolve |CONT| This unit cannot be destroyed as the cost or effect of skills.	Plains Galloper |ACT| [Once per Turn] Move this unit. This skill can only be used if this unit is untapped.	-	
Titania, Scarlet-Haired Paladin+	B12	B12-013Rplus_SAMPLE	Green	R+	4(3)	Axe Paladin	Female/Axe/Beast	1	70	10	Courageous Hoofbeats |SPEC| If your number of Bond cards is the same as or lower than your opponent's, this card's Deployment Cost is reduced by 2 in your hand.	Scarlet Resolve |CONT| This unit cannot be destroyed as the cost or effect of skills.	Plains Galloper |ACT| [Once per Turn] Move this unit. This skill can only be used if this unit is untapped.	-	
Soren, Clever Path-Clearing Winds	B12	B12-014R_SAMPLE	Green	R	4(3)	Wind Sage	Male/Tome	1-2	60	20	Mercenaries' Style |ACT| [Once Per Turn] [Flip 1 Bond face-down] If this unit is in the Front Line, until the end of the turn, this unit gains +20 attack.	Secret Tactics |ACT| [Once Per Turn] Choose as many allies with 80 attack or higher as you wish. Until the end of the turn, the chosen allies' attacks cannot be evaded by non-Main Character enemies.	-	-	
Soren, Clever Path-Clearing Winds+	B12	B12-014Rplus_SAMPLE	Green	R+	4(3)	Wind Sage	Male/Tome	1-2	60	20	Mercenaries' Style |ACT| [Once Per Turn] [Flip 1 Bond face-down] If this unit is in the Front Line, until the end of the turn, this unit gains +20 attack.	Secret Tactics |ACT| [Once Per Turn] Choose as many allies with 80 attack or higher as you wish. Until the end of the turn, the chosen allies' attacks cannot be evaded by non-Main Character enemies.	-	-	
Soren, Wise Man of the Mercenaries	B12	B12-015N_SAMPLE	Green	N	1	Wind Sage	Male/Tome	1-2	30	20	Wise Man's Schemes |AUTO| When this unit's attack destroys an enemy, draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
